"id","left","top","right","bottom","row_index","col_index","Humidity_19"
40,100.119736916,3.226748625,100.209206916,3.137134625,39,0,83.7206812712333
41,100.119736916,3.137134625,100.209206916,3.047520625,40,0,83.6854598869177
42,100.119736916,3.047520625,100.209206916,2.957906625,41,0,83.6613368217018
43,100.119736916,2.957906625,100.209206916,2.868292625,42,0,83.6491540756638
44,100.119736916,2.868292625,100.209206916,2.778678625,43,0,83.6494964239492
45,100.119736916,2.778678625,100.209206916,2.689064625,44,0,83.6544956061766
46,100.119736916,2.689064625,100.209206916,2.599450625,45,0,83.6588721597911
47,100.119736916,2.599450625,100.209206916,2.509836625,46,0,83.6621644756716
48,100.119736916,2.509836625,100.209206916,2.420222625,47,0,83.6641133398996
49,100.119736916,2.420222625,100.209206916,2.330608625,48,0,83.6645074030585
50,100.119736916,2.330608625,100.209206916,2.240994625,49,0,83.6644073784262
51,100.119736916,2.240994625,100.209206916,2.151380625,50,0,83.664404321656
52,100.119736916,2.151380625,100.209206916,2.061766625,51,0,83.664404321656
53,100.119736916,2.061766625,100.209206916,1.972152625,52,0,83.664404321656
54,100.119736916,1.972152625,100.209206916,1.882538625,53,0,83.664404321656
55,100.119736916,1.882538625,100.209206916,1.792924625,54,0,83.664404321656
56,100.119736916,1.792924625,100.209206916,1.703310625,55,0,83.664404321656
57,100.119736916,1.703310625,100.209206916,1.613696625,56,0,83.664404321656
58,100.119736916,1.613696625,100.209206916,1.524082625,57,0,83.664404321656
59,100.119736916,1.524082625,100.209206916,1.434468625,58,0,83.664404321656
60,100.119736916,1.434468625,100.209206916,1.344854625,59,0,83.664404321656
61,100.119736916,1.344854625,100.209206916,1.255240625,60,0,83.664404321656
62,100.209206916,6.721694625,100.298676916,6.632080625,0,1,84.3716517801429
63,100.209206916,6.632080625,100.298676916,6.542466625,1,1,84.3910665143431
64,100.209206916,6.542466625,100.298676916,6.452852625,2,1,84.3781636775074
65,100.209206916,6.452852625,100.298676916,6.363238625,3,1,84.4399120242368
66,100.209206916,6.363238625,100.298676916,6.273624625,4,1,84.5219457391511
67,100.209206916,6.273624625,100.298676916,6.184010625,5,1,84.5155156186817
68,100.209206916,6.184010625,100.298676916,6.094396625,6,1,84.3480540323702
69,100.209206916,6.094396625,100.298676916,6.004782625,7,1,83.9792395441706
70,100.209206916,6.004782625,100.298676916,5.915168625,8,1,83.485345797267
71,100.209206916,5.915168625,100.298676916,5.825554625,9,1,82.9525778234248
72,100.209206916,5.825554625,100.298676916,5.735940625,10,1,82.4307898794346
73,100.209206916,5.735940625,100.298676916,5.646326625,11,1,81.9476806687013
74,100.209206916,5.646326625,100.298676916,5.556712625,12,1,81.5306861213055
75,100.209206916,5.556712625,100.298676916,5.467098625,13,1,81.1994769236456
76,100.209206916,5.467098625,100.298676916,5.377484625,14,1,80.9543960051539
77,100.209206916,5.377484625,100.298676916,5.287870625,15,1,80.9011391295497
78,100.209206916,5.287870625,100.298676916,5.198256625,16,1,81.029020687237
79,100.209206916,5.198256625,100.298676916,5.108642625,17,1,81.2039826672606
80,100.209206916,5.108642625,100.298676916,5.019028625,18,1,81.4103035892956
81,100.209206916,5.019028625,100.298676916,4.929414625,19,1,81.6405405350683
82,100.209206916,4.929414625,100.298676916,4.839800625,20,1,81.8954815029764
83,100.209206916,4.839800625,100.298676916,4.750186625,21,1,82.1789945102877
84,100.209206916,4.750186625,100.298676916,4.660572625,22,1,82.4893580084891
85,100.209206916,4.660572625,100.298676916,4.570958625,23,1,82.8180095056905
86,100.209206916,4.570958625,100.298676916,4.481344625,24,1,83.1274091106757
87,100.209206916,4.481344625,100.298676916,4.391730625,25,1,83.4051337223957
88,100.209206916,4.391730625,100.298676916,4.302116625,26,1,83.6365337543807
89,100.209206916,4.302116625,100.298676916,4.212502625,27,1,83.809794379642
90,100.209206916,4.212502625,100.298676916,4.122888625,28,1,83.9212300236898
91,100.209206916,4.122888625,100.298676916,4.033274625,29,1,83.9900106330617
92,100.209206916,4.033274625,100.298676916,3.943660625,30,1,84.0222482678477
93,100.209206916,3.943660625,100.298676916,3.854046625,31,1,84.0202233661695
94,100.209206916,3.854046625,100.298676916,3.764432625,32,1,83.9979831921708
95,100.209206916,3.764432625,100.298676916,3.674818625,33,1,83.9686474936655
96,100.209206916,3.674818625,100.298676916,3.585204625,34,1,83.9329132341396
97,100.209206916,3.585204625,100.298676916,3.495590625,35,1,83.8908806016062
98,100.209206916,3.495590625,100.298676916,3.405976625,36,1,83.8428786943349
99,100.209206916,3.405976625,100.298676916,3.316362625,37,1,83.7911645293423
100,100.209206916,3.316362625,100.298676916,3.226748625,38,1,83.7436113048363
101,100.209206916,3.226748625,100.298676916,3.137134625,39,1,83.7053092187151
102,100.209206916,3.137134625,100.298676916,3.047520625,40,1,83.675348897857
103,100.209206916,3.047520625,100.298676916,2.957906625,41,1,83.6523341720203
104,100.209206916,2.957906625,100.298676916,2.868292625,42,1,83.6374697490515
105,100.209206916,2.868292625,100.298676916,2.778678625,43,1,83.6359138007692
106,100.209206916,2.778678625,100.298676916,2.689064625,44,1,83.6437953630004
107,100.209206916,2.689064625,100.298676916,2.599450625,45,1,83.6512963006267
108,100.209206916,2.599450625,100.298676916,2.509836625,46,1,83.6573613439379
109,100.209206916,2.509836625,100.298676916,2.420222625,47,1,83.66184162213
110,100.209206916,2.420222625,100.298676916,2.330608625,48,1,83.6643564670917
111,100.209206916,2.330608625,100.298676916,2.240994625,49,1,83.6647437344464
112,100.209206916,2.240994625,100.298676916,2.151380625,50,1,83.6644711055339
113,100.209206916,2.151380625,100.298676916,2.061766625,51,1,83.6643873370001
114,100.209206916,2.061766625,100.298676916,1.972152625,52,1,83.664404321656
115,100.209206916,1.972152625,100.298676916,1.882538625,53,1,83.664404321656
116,100.209206916,1.882538625,100.298676916,1.792924625,54,1,83.664404321656
117,100.209206916,1.792924625,100.298676916,1.703310625,55,1,83.664404321656
118,100.209206916,1.703310625,100.298676916,1.613696625,56,1,83.664404321656
119,100.209206916,1.613696625,100.298676916,1.524082625,57,1,83.664404321656
120,100.209206916,1.524082625,100.298676916,1.434468625,58,1,83.664404321656
121,100.209206916,1.434468625,100.298676916,1.344854625,59,1,83.664404321656
122,100.209206916,1.344854625,100.298676916,1.255240625,60,1,83.664404321656
123,100.298676916,6.721694625,100.388146916,6.632080625,0,2,84.4275773779733
124,100.298676916,6.632080625,100.388146916,6.542466625,1,2,84.4678539237111
125,100.298676916,6.542466625,100.388146916,6.452852625,2,2,84.5040983613587
126,100.298676916,6.452852625,100.388146916,6.363238625,3,2,84.5763684709312
127,100.298676916,6.363238625,100.388146916,6.273624625,4,2,84.672096091556
128,100.298676916,6.273624625,100.388146916,6.184010625,5,2,84.7348775909017
129,100.298676916,6.184010625,100.388146916,6.094396625,6,2,84.6155965358165
130,100.298676916,6.094396625,100.388146916,6.004782625,7,2,84.1219025837558
131,100.298676916,6.004782625,100.388146916,5.915168625,8,2,83.5093642930037
132,100.298676916,5.915168625,100.388146916,5.825554625,9,2,82.8843797008945
133,100.298676916,5.825554625,100.388146916,5.735940625,10,2,82.2756363859792
134,100.298676916,5.735940625,100.388146916,5.646326625,11,2,81.723041939794
135,100.298676916,5.646326625,100.388146916,5.556712625,12,2,81.2786144174087
136,100.298676916,5.556712625,100.388146916,5.467098625,13,2,80.9510844092627
137,100.298676916,5.467098625,100.388146916,5.377484625,14,2,80.7319148119542
138,100.298676916,5.377484625,100.388146916,5.287870625,15,2,80.6986024802137
139,100.298676916,5.287870625,100.388146916,5.198256625,16,2,80.8286035613954
140,100.298676916,5.198256625,100.388146916,5.108642625,17,2,81.0145640151579
141,100.298676916,5.108642625,100.388146916,5.019028625,18,2,81.2303264543032
142,100.298676916,5.019028625,100.388146916,4.929414625,19,2,81.4681039634648
143,100.298676916,4.929414625,100.388146916,4.839800625,20,2,81.73011603788
144,100.298676916,4.839800625,100.388146916,4.750186625,21,2,82.0211775996941
145,100.298676916,4.750186625,100.388146916,4.660572625,22,2,82.3410738297433
146,100.298676916,4.660572625,100.388146916,4.570958625,23,2,82.6842113840873
147,100.298676916,4.570958625,100.388146916,4.481344625,24,2,83.0113641002916
148,100.298676916,4.481344625,100.388146916,4.391730625,25,2,83.2996081403692
149,100.298676916,4.391730625,100.388146916,4.302116625,26,2,83.5387205904092
150,100.298676916,4.302116625,100.388146916,4.212502625,27,2,83.7190111850685
151,100.298676916,4.212502625,100.388146916,4.122888625,28,2,83.8331393490639
152,100.298676916,4.122888625,100.388146916,4.033274625,29,2,83.8985930873653
153,100.298676916,4.033274625,100.388146916,3.943660625,30,2,83.9268299238922
154,100.298676916,3.943660625,100.388146916,3.854046625,31,2,83.9215498036773
155,100.298676916,3.854046625,100.388146916,3.764432625,32,2,83.8969206962949
156,100.298676916,3.764432625,100.388146916,3.674818625,33,2,83.8679879647532
157,100.298676916,3.674818625,100.388146916,3.585204625,34,2,83.8367928445997
158,100.298676916,3.585204625,100.388146916,3.495590625,35,2,83.8031881712365
159,100.298676916,3.495590625,100.388146916,3.405976625,36,2,83.7654964614454
160,100.298676916,3.405976625,100.388146916,3.316362625,37,2,83.723237729272
161,100.298676916,3.316362625,100.388146916,3.226748625,38,2,83.680731798834
162,100.298676916,3.226748625,100.388146916,3.137134625,39,2,83.6487823432528
163,100.298676916,3.137134625,100.388146916,3.047520625,40,2,83.6284428889387
164,100.298676916,3.047520625,100.388146916,2.957906625,41,2,83.6178287391964
165,100.298676916,2.957906625,100.388146916,2.868292625,42,2,83.6145819019706
166,100.298676916,2.868292625,100.388146916,2.778678625,43,2,83.6163367853231
167,100.298676916,2.778678625,100.388146916,2.689064625,44,2,83.6271051918293
168,100.298676916,2.689064625,100.388146916,2.599450625,45,2,83.6383614694608
169,100.298676916,2.599450625,100.388146916,2.509836625,46,2,83.6482442764538
170,100.298676916,2.509836625,100.388146916,2.420222625,47,2,83.6562906378632
171,100.298676916,2.420222625,100.388146916,2.330608625,48,2,83.6618314986229
172,100.298676916,2.330608625,100.388146916,2.240994625,49,2,83.6647730767037
173,100.298676916,2.240994625,100.388146916,2.151380625,50,2,83.6649453724618
174,100.298676916,2.151380625,100.388146916,2.061766625,51,2,83.6645105564282
175,100.298676916,2.061766625,100.388146916,1.972152625,52,2,83.6643267632316
176,100.298676916,1.972152625,100.388146916,1.882538625,53,2,83.6643993803778
177,100.298676916,1.882538625,100.388146916,1.792924625,54,2,83.664404321656
178,100.298676916,1.792924625,100.388146916,1.703310625,55,2,83.664404321656
179,100.298676916,1.703310625,100.388146916,1.613696625,56,2,83.664404321656
180,100.298676916,1.613696625,100.388146916,1.524082625,57,2,83.664404321656
181,100.298676916,1.524082625,100.388146916,1.434468625,58,2,83.664404321656
182,100.298676916,1.434468625,100.388146916,1.344854625,59,2,83.664404321656
183,100.298676916,1.344854625,100.388146916,1.255240625,60,2,83.664404321656
184,100.388146916,6.721694625,100.477616916,6.632080625,0,3,84.4728059806525
185,100.388146916,6.632080625,100.477616916,6.542466625,1,3,84.5305681292546
186,100.388146916,6.542466625,100.477616916,6.452852625,2,3,84.5871937654106
187,100.388146916,6.452852625,100.477616916,6.363238625,3,3,84.6575987098338
188,100.388146916,6.363238625,100.477616916,6.273624625,4,3,84.7397838680134
189,100.388146916,6.273624625,100.477616916,6.184010625,5,3,84.8189018588232
190,100.388146916,6.184010625,100.477616916,6.094396625,6,3,84.766847637092
191,100.388146916,6.094396625,100.477616916,6.004782625,7,3,84.1473770332902
192,100.388146916,6.004782625,100.477616916,5.915168625,8,3,83.4751310986535
193,100.388146916,5.915168625,100.477616916,5.825554625,9,3,82.7919249183023
194,100.388146916,5.825554625,100.477616916,5.735940625,10,3,82.1057994126749
195,100.388146916,5.735940625,100.477616916,5.646326625,11,3,81.4797846230749
196,100.388146916,5.646326625,100.477616916,5.556712625,12,3,81.045894382616
197,100.388146916,5.556712625,100.477616916,5.467098625,13,3,80.7712997852786
198,100.388146916,5.467098625,100.477616916,5.377484625,14,3,80.5904094005307
199,100.388146916,5.377484625,100.477616916,5.287870625,15,3,80.5910254806094
200,100.388146916,5.287870625,100.477616916,5.198256625,16,3,80.7082936099342
201,100.388146916,5.198256625,100.477616916,5.108642625,17,3,80.8833460909074
202,100.388146916,5.108642625,100.477616916,5.019028625,18,3,81.0921838397395
203,100.388146916,5.019028625,100.477616916,4.929414625,19,3,81.3250209941226
204,100.388146916,4.929414625,100.477616916,4.839800625,20,3,81.5844499614657
205,100.388146916,4.839800625,100.477616916,4.750186625,21,3,81.8747958092751
206,100.388146916,4.750186625,100.477616916,4.660572625,22,3,82.1975289365688
207,100.388146916,4.660572625,100.477616916,4.570958625,23,3,82.543746302491
208,100.388146916,4.570958625,100.477616916,4.481344625,24,3,82.8700660706612
209,100.388146916,4.481344625,100.477616916,4.391730625,25,3,83.1622881670317
210,100.388146916,4.391730625,100.477616916,4.302116625,26,3,83.4095892787215
211,100.388146916,4.302116625,100.477616916,4.212502625,27,3,83.5969167087097
212,100.388146916,4.212502625,100.477616916,4.122888625,28,3,83.7114002079063
213,100.388146916,4.122888625,100.477616916,4.033274625,29,3,83.7691150236741
214,100.388146916,4.033274625,100.477616916,3.943660625,30,3,83.7875815497983
215,100.388146916,3.943660625,100.477616916,3.854046625,31,3,83.7732218203604
216,100.388146916,3.854046625,100.477616916,3.764432625,32,3,83.743827745076
217,100.388146916,3.764432625,100.477616916,3.674818625,33,3,83.7138172162405
218,100.388146916,3.674818625,100.477616916,3.585204625,34,3,83.6844617206046
219,100.388146916,3.585204625,100.477616916,3.495590625,35,3,83.656623911393
220,100.388146916,3.495590625,100.477616916,3.405976625,36,3,83.6295568648024
221,100.388146916,3.405976625,100.477616916,3.316362625,37,3,83.6002499179297
222,100.388146916,3.316362625,100.477616916,3.226748625,38,3,83.5700645255544
223,100.388146916,3.226748625,100.477616916,3.137134625,39,3,83.546910012008
224,100.388146916,3.137134625,100.477616916,3.047520625,40,3,83.5388467836657
225,100.388146916,3.047520625,100.477616916,2.957906625,41,3,83.5430691446101
226,100.388146916,2.957906625,100.477616916,2.868292625,42,3,83.5563276194639
227,100.388146916,2.868292625,100.477616916,2.778678625,43,3,83.5757514119968
228,100.388146916,2.778678625,100.477616916,2.689064625,44,3,83.5976521514305
229,100.388146916,2.689064625,100.477616916,2.599450625,45,3,83.6155242271733
230,100.388146916,2.599450625,100.477616916,2.509836625,46,3,83.6314823901275
231,100.388146916,2.509836625,100.477616916,2.420222625,47,3,83.6440644190809
232,100.388146916,2.420222625,100.477616916,2.330608625,48,3,83.6534267416807
233,100.388146916,2.330608625,100.477616916,2.240994625,49,3,83.6603249619473
234,100.388146916,2.240994625,100.477616916,2.151380625,50,3,83.6641380228445
235,100.388146916,2.151380625,100.477616916,2.061766625,51,3,83.664803871737
236,100.388146916,2.061766625,100.477616916,1.972152625,52,3,83.6644741356929
237,100.388146916,1.972152625,100.477616916,1.882538625,53,3,83.6642371052863
238,100.388146916,1.882538625,100.477616916,1.792924625,54,3,83.6643469400776
239,100.388146916,1.792924625,100.477616916,1.703310625,55,3,83.664404321656
240,100.388146916,1.703310625,100.477616916,1.613696625,56,3,83.664404321656
241,100.388146916,1.613696625,100.477616916,1.524082625,57,3,83.664404321656
242,100.388146916,1.524082625,100.477616916,1.434468625,58,3,83.664404321656
243,100.388146916,1.434468625,100.477616916,1.344854625,59,3,83.664404321656
244,100.388146916,1.344854625,100.477616916,1.255240625,60,3,83.664404321656
245,100.477616916,6.721694625,100.567086916,6.632080625,0,4,84.4944716174554
246,100.477616916,6.632080625,100.567086916,6.542466625,1,4,84.5563029817236
247,100.477616916,6.542466625,100.567086916,6.452852625,2,4,84.6086974863443
248,100.477616916,6.452852625,100.567086916,6.363238625,3,4,84.6543151509718
249,100.477616916,6.363238625,100.567086916,6.273624625,4,4,84.6822933804237
250,100.477616916,6.273624625,100.567086916,6.184010625,5,4,84.654281698319
251,100.477616916,6.184010625,100.567086916,6.094396625,6,4,84.4537642686966
252,100.477616916,6.094396625,100.567086916,6.004782625,7,4,83.9882240473465
253,100.477616916,6.004782625,100.567086916,5.915168625,8,4,83.3774547901507
254,100.477616916,5.915168625,100.567086916,5.825554625,9,4,82.7011475706377
255,100.477616916,5.825554625,100.567086916,5.735940625,10,4,81.9833796569489
256,100.477616916,5.735940625,100.567086916,5.646326625,11,4,81.2467276100554
257,100.477616916,5.646326625,100.567086916,5.556712625,12,4,80.8965343126444
258,100.477616916,5.556712625,100.567086916,5.467098625,13,4,80.6999692788102
259,100.477616916,5.467098625,100.567086916,5.377484625,14,4,80.5649584836124
260,100.477616916,5.377484625,100.567086916,5.287870625,15,4,80.5592146905279
261,100.477616916,5.287870625,100.567086916,5.198256625,16,4,80.6562119661688
262,100.477616916,5.198256625,100.567086916,5.108642625,17,4,80.8081956385734
263,100.477616916,5.108642625,100.567086916,5.019028625,18,4,80.9968488049411
264,100.477616916,5.019028625,100.567086916,4.929414625,19,4,81.213223797822
265,100.477616916,4.929414625,100.567086916,4.839800625,20,4,81.4598985344698
266,100.477616916,4.839800625,100.567086916,4.750186625,21,4,81.7396307555904
267,100.477616916,4.750186625,100.567086916,4.660572625,22,4,82.0488897088039
268,100.477616916,4.660572625,100.567086916,4.570958625,23,4,82.378976876118
269,100.477616916,4.570958625,100.567086916,4.481344625,24,4,82.6969631585099
270,100.477616916,4.481344625,100.567086916,4.391730625,25,4,82.99196657809
271,100.477616916,4.391730625,100.567086916,4.302116625,26,4,83.2507562881075
272,100.477616916,4.302116625,100.567086916,4.212502625,27,4,83.4489871634629
273,100.477616916,4.212502625,100.567086916,4.122888625,28,4,83.5603862737103
274,100.477616916,4.122888625,100.567086916,4.033274625,29,4,83.6010810248482
275,100.477616916,4.033274625,100.567086916,3.943660625,30,4,83.6013368443214
276,100.477616916,3.943660625,100.567086916,3.854046625,31,4,83.572944783562
277,100.477616916,3.854046625,100.567086916,3.764432625,32,4,83.5344938110214
278,100.477616916,3.764432625,100.567086916,3.674818625,33,4,83.5009955973497
279,100.477616916,3.674818625,100.567086916,3.585204625,34,4,83.4738577743005
280,100.477616916,3.585204625,100.567086916,3.495590625,35,4,83.4531447587018
281,100.477616916,3.495590625,100.567086916,3.405976625,36,4,83.438531848922
282,100.477616916,3.405976625,100.567086916,3.316362625,37,4,83.4273316049946
283,100.477616916,3.316362625,100.567086916,3.226748625,38,4,83.4148354993288
284,100.477616916,3.226748625,100.567086916,3.137134625,39,4,83.4055989253864
285,100.477616916,3.137134625,100.567086916,3.047520625,40,4,83.4102166351257
286,100.477616916,3.047520625,100.567086916,2.957906625,41,4,83.429098767784
287,100.477616916,2.957906625,100.567086916,2.868292625,42,4,83.4593136327304
288,100.477616916,2.868292625,100.567086916,2.778678625,43,4,83.4977225353429
289,100.477616916,2.778678625,100.567086916,2.689064625,44,4,83.5408243478069
290,100.477616916,2.689064625,100.567086916,2.599450625,45,4,83.5755145895176
291,100.477616916,2.599450625,100.567086916,2.509836625,46,4,83.599629730341
292,100.477616916,2.509836625,100.567086916,2.420222625,47,4,83.6209826394717
293,100.477616916,2.420222625,100.567086916,2.330608625,48,4,83.6377929557575
294,100.477616916,2.330608625,100.567086916,2.240994625,49,4,83.6487350717583
295,100.477616916,2.240994625,100.567086916,2.151380625,50,4,83.655810704483
296,100.477616916,2.151380625,100.567086916,2.061766625,51,4,83.6599773659725
297,100.477616916,2.061766625,100.567086916,1.972152625,52,4,83.6622195737646
298,100.477616916,1.972152625,100.567086916,1.882538625,53,4,83.6636405814231
299,100.477616916,1.882538625,100.567086916,1.792924625,54,4,83.664116894616
300,100.477616916,1.792924625,100.567086916,1.703310625,55,4,83.6643017242614
301,100.477616916,1.703310625,100.567086916,1.613696625,56,4,83.664404321656
302,100.477616916,1.613696625,100.567086916,1.524082625,57,4,83.664404321656
303,100.477616916,1.524082625,100.567086916,1.434468625,58,4,83.664404321656
304,100.477616916,1.434468625,100.567086916,1.344854625,59,4,83.664404321656
305,100.477616916,1.344854625,100.567086916,1.255240625,60,4,83.664404321656
306,100.567086916,6.721694625,100.656556916,6.632080625,0,5,84.4885250910685
307,100.567086916,6.632080625,100.656556916,6.542466625,1,5,84.5440748298313
308,100.567086916,6.542466625,100.656556916,6.452852625,2,5,84.5792443598251
309,100.567086916,6.452852625,100.656556916,6.363238625,3,5,84.5891588118546
310,100.567086916,6.363238625,100.656556916,6.273624625,4,5,84.5570069518729
311,100.567086916,6.273624625,100.656556916,6.184010625,5,5,84.4481231236549
312,100.567086916,6.184010625,100.656556916,6.094396625,6,5,84.2062770692238
313,100.567086916,6.094396625,100.656556916,6.004782625,7,5,83.8042184265512
314,100.567086916,6.004782625,100.656556916,5.915168625,8,5,83.2737215833159
315,100.567086916,5.915168625,100.656556916,5.825554625,9,5,82.6577193654211
316,100.567086916,5.825554625,100.656556916,5.735940625,10,5,82.002295279999
317,100.567086916,5.735940625,100.656556916,5.646326625,11,5,81.3890644415359
318,100.567086916,5.646326625,100.656556916,5.556712625,12,5,80.9959450414782
319,100.567086916,5.556712625,100.656556916,5.467098625,13,5,80.7697744602065
320,100.567086916,5.467098625,100.656556916,5.377484625,14,5,80.6231719210638
321,100.567086916,5.377484625,100.656556916,5.287870625,15,5,80.6007307787757
322,100.567086916,5.287870625,100.656556916,5.198256625,16,5,80.6652451627128
323,100.567086916,5.198256625,100.656556916,5.108642625,17,5,80.7823624411067
324,100.567086916,5.108642625,100.656556916,5.019028625,18,5,80.9400743861454
325,100.567086916,5.019028625,100.656556916,4.929414625,19,5,81.1311135869106
326,100.567086916,4.929414625,100.656556916,4.839800625,20,5,81.3558964432145
327,100.567086916,4.839800625,100.656556916,4.750186625,21,5,81.6065167745183
328,100.567086916,4.750186625,100.656556916,4.660572625,22,5,81.8827205657238
329,100.567086916,4.660572625,100.656556916,4.570958625,23,5,82.1922401625582
330,100.567086916,4.570958625,100.656556916,4.481344625,24,5,82.5037776560448
331,100.567086916,4.481344625,100.656556916,4.391730625,25,5,82.8076572842673
332,100.567086916,4.391730625,100.656556916,4.302116625,26,5,83.0896891097365
333,100.567086916,4.302116625,100.656556916,4.212502625,27,5,83.3154758415241
334,100.567086916,4.212502625,100.656556916,4.122888625,28,5,83.4140980270987
335,100.567086916,4.122888625,100.656556916,4.033274625,29,5,83.4161497301803
336,100.567086916,4.033274625,100.656556916,3.943660625,30,5,83.3811566706266
337,100.567086916,3.943660625,100.656556916,3.854046625,31,5,83.3249089427194
338,100.567086916,3.854046625,100.656556916,3.764432625,32,5,83.2714213792873
339,100.567086916,3.764432625,100.656556916,3.674818625,33,5,83.2332162282531
340,100.567086916,3.674818625,100.656556916,3.585204625,34,5,83.2102546940873
341,100.567086916,3.585204625,100.656556916,3.495590625,35,5,83.2000821430025
342,100.567086916,3.495590625,100.656556916,3.405976625,36,5,83.2010058968676
343,100.567086916,3.405976625,100.656556916,3.316362625,37,5,83.2091738754177
344,100.567086916,3.316362625,100.656556916,3.226748625,38,5,83.2149623127318
345,100.567086916,3.226748625,100.656556916,3.137134625,39,5,83.221566369139
346,100.567086916,3.137134625,100.656556916,3.047520625,40,5,83.2388458775524
347,100.567086916,3.047520625,100.656556916,2.957906625,41,5,83.2734094435827
348,100.567086916,2.957906625,100.656556916,2.868292625,42,5,83.3219314689604
349,100.567086916,2.868292625,100.656556916,2.778678625,43,5,83.3807999264237
350,100.567086916,2.778678625,100.656556916,2.689064625,44,5,83.446230792874
351,100.567086916,2.689064625,100.656556916,2.599450625,45,5,83.5059490598005
352,100.567086916,2.599450625,100.656556916,2.509836625,46,5,83.5481000972185
353,100.567086916,2.509836625,100.656556916,2.420222625,47,5,83.5794954121127
354,100.567086916,2.420222625,100.656556916,2.330608625,48,5,83.6072314182324
355,100.567086916,2.330608625,100.656556916,2.240994625,49,5,83.6292050782744
356,100.567086916,2.240994625,100.656556916,2.151380625,50,5,83.6432329056046
357,100.567086916,2.151380625,100.656556916,2.061766625,51,5,83.6501341028307
358,100.567086916,2.061766625,100.656556916,1.972152625,52,5,83.6537750410338
359,100.567086916,1.972152625,100.656556916,1.882538625,53,5,83.6579215037232
360,100.567086916,1.882538625,100.656556916,1.792924625,54,5,83.6614140671929
361,100.567086916,1.792924625,100.656556916,1.703310625,55,5,83.663649010944
362,100.567086916,1.703310625,100.656556916,1.613696625,56,5,83.6643073632523
363,100.567086916,1.613696625,100.656556916,1.524082625,57,5,83.664404321656
364,100.567086916,1.524082625,100.656556916,1.434468625,58,5,83.664404321656
365,100.567086916,1.434468625,100.656556916,1.344854625,59,5,83.664404321656
366,100.567086916,1.344854625,100.656556916,1.255240625,60,5,83.664404321656
367,100.656556916,6.721694625,100.746026916,6.632080625,0,6,84.4577361897149
368,100.656556916,6.632080625,100.746026916,6.542466625,1,6,84.5023657964034
