"id","left","top","right","bottom","row_index","col_index","Meteo_18"
36,100.119736916,3.585204625,100.209206916,3.495590625,35,0,27.7764747887582
37,100.119736916,3.495590625,100.209206916,3.405976625,36,0,27.7697245156544
38,100.119736916,3.405976625,100.209206916,3.316362625,37,0,27.768399318645
39,100.119736916,3.316362625,100.209206916,3.226748625,38,0,27.768399318645
40,100.119736916,3.226748625,100.209206916,3.137134625,39,0,27.768399318645
41,100.119736916,3.137134625,100.209206916,3.047520625,40,0,27.768399318645
42,100.119736916,3.047520625,100.209206916,2.957906625,41,0,27.768399318645
43,100.119736916,2.957906625,100.209206916,2.868292625,42,0,27.768399318645
44,100.119736916,2.868292625,100.209206916,2.778678625,43,0,27.768399318645
45,100.119736916,2.778678625,100.209206916,2.689064625,44,0,27.768399318645
46,100.119736916,2.689064625,100.209206916,2.599450625,45,0,27.768399318645
47,100.119736916,2.599450625,100.209206916,2.509836625,46,0,27.768399318645
48,100.119736916,2.509836625,100.209206916,2.420222625,47,0,27.768399318645
49,100.119736916,2.420222625,100.209206916,2.330608625,48,0,27.768399318645
50,100.119736916,2.330608625,100.209206916,2.240994625,49,0,27.768399318645
51,100.119736916,2.240994625,100.209206916,2.151380625,50,0,27.768399318645
52,100.119736916,2.151380625,100.209206916,2.061766625,51,0,27.768399318645
53,100.119736916,2.061766625,100.209206916,1.972152625,52,0,27.768399318645
54,100.119736916,1.972152625,100.209206916,1.882538625,53,0,27.768399318645
55,100.119736916,1.882538625,100.209206916,1.792924625,54,0,27.768399318645
56,100.119736916,1.792924625,100.209206916,1.703310625,55,0,27.768399318645
57,100.119736916,1.703310625,100.209206916,1.613696625,56,0,27.768399318645
58,100.119736916,1.613696625,100.209206916,1.524082625,57,0,27.768399318645
59,100.119736916,1.524082625,100.209206916,1.434468625,58,0,27.768399318645
60,100.119736916,1.434468625,100.209206916,1.344854625,59,0,27.768399318645
61,100.119736916,1.344854625,100.209206916,1.255240625,60,0,27.768399318645
62,100.209206916,6.721694625,100.298676916,6.632080625,0,1,28.0478696732594
63,100.209206916,6.632080625,100.298676916,6.542466625,1,1,28.1178216647464
64,100.209206916,6.542466625,100.298676916,6.452852625,2,1,28.193507682378
65,100.209206916,6.452852625,100.298676916,6.363238625,3,1,28.2281835473879
66,100.209206916,6.363238625,100.298676916,6.273624625,4,1,28.2372539663569
67,100.209206916,6.273624625,100.298676916,6.184010625,5,1,28.2588761280264
68,100.209206916,6.184010625,100.298676916,6.094396625,6,1,28.2844570538194
69,100.209206916,6.094396625,100.298676916,6.004782625,7,1,28.3056565635197
70,100.209206916,6.004782625,100.298676916,5.915168625,8,1,28.3288540521718
71,100.209206916,5.915168625,100.298676916,5.825554625,9,1,28.3608925078863
72,100.209206916,5.825554625,100.298676916,5.735940625,10,1,28.4031862590656
73,100.209206916,5.735940625,100.298676916,5.646326625,11,1,28.4545431262976
74,100.209206916,5.646326625,100.298676916,5.556712625,12,1,28.5153666257938
75,100.209206916,5.556712625,100.298676916,5.467098625,13,1,28.586136157034
76,100.209206916,5.467098625,100.298676916,5.377484625,14,1,28.6658664047612
77,100.209206916,5.377484625,100.298676916,5.287870625,15,1,28.6474522776699
78,100.209206916,5.287870625,100.298676916,5.198256625,16,1,28.526239023674
79,100.209206916,5.198256625,100.298676916,5.108642625,17,1,28.4104233559454
80,100.209206916,5.108642625,100.298676916,5.019028625,18,1,28.3009593313939
81,100.209206916,5.019028625,100.298676916,4.929414625,19,1,28.2022242395287
82,100.209206916,4.929414625,100.298676916,4.839800625,20,1,28.1163389026391
83,100.209206916,4.839800625,100.298676916,4.750186625,21,1,28.044774737441
84,100.209206916,4.750186625,100.298676916,4.660572625,22,1,27.9890777176807
85,100.209206916,4.660572625,100.298676916,4.570958625,23,1,27.9487598745783
86,100.209206916,4.570958625,100.298676916,4.481344625,24,1,27.9235169238103
87,100.209206916,4.481344625,100.298676916,4.391730625,25,1,27.9138474379918
88,100.209206916,4.391730625,100.298676916,4.302116625,26,1,27.9161132539945
89,100.209206916,4.302116625,100.298676916,4.212502625,27,1,27.9163719630084
90,100.209206916,4.212502625,100.298676916,4.122888625,28,1,27.9102690175194
91,100.209206916,4.122888625,100.298676916,4.033274625,29,1,27.898596441944
92,100.209206916,4.033274625,100.298676916,3.943660625,30,1,27.8828784469261
93,100.209206916,3.943660625,100.298676916,3.854046625,31,1,27.8632637373967
94,100.209206916,3.854046625,100.298676916,3.764432625,32,1,27.8417095809573
95,100.209206916,3.764432625,100.298676916,3.674818625,33,1,27.8202856929316
96,100.209206916,3.674818625,100.298676916,3.585204625,34,1,27.800795093103
97,100.209206916,3.585204625,100.298676916,3.495590625,35,1,27.7847952232347
98,100.209206916,3.495590625,100.298676916,3.405976625,36,1,27.7736508062166
99,100.209206916,3.405976625,100.298676916,3.316362625,37,1,27.7685850975096
100,100.209206916,3.316362625,100.298676916,3.226748625,38,1,27.768399318645
101,100.209206916,3.226748625,100.298676916,3.137134625,39,1,27.768399318645
102,100.209206916,3.137134625,100.298676916,3.047520625,40,1,27.768399318645
103,100.209206916,3.047520625,100.298676916,2.957906625,41,1,27.768399318645
104,100.209206916,2.957906625,100.298676916,2.868292625,42,1,27.768399318645
105,100.209206916,2.868292625,100.298676916,2.778678625,43,1,27.768399318645
106,100.209206916,2.778678625,100.298676916,2.689064625,44,1,27.768399318645
107,100.209206916,2.689064625,100.298676916,2.599450625,45,1,27.768399318645
108,100.209206916,2.599450625,100.298676916,2.509836625,46,1,27.768399318645
109,100.209206916,2.509836625,100.298676916,2.420222625,47,1,27.768399318645
110,100.209206916,2.420222625,100.298676916,2.330608625,48,1,27.768399318645
111,100.209206916,2.330608625,100.298676916,2.240994625,49,1,27.768399318645
112,100.209206916,2.240994625,100.298676916,2.151380625,50,1,27.768399318645
113,100.209206916,2.151380625,100.298676916,2.061766625,51,1,27.768399318645
114,100.209206916,2.061766625,100.298676916,1.972152625,52,1,27.768399318645
115,100.209206916,1.972152625,100.298676916,1.882538625,53,1,27.768399318645
116,100.209206916,1.882538625,100.298676916,1.792924625,54,1,27.768399318645
117,100.209206916,1.792924625,100.298676916,1.703310625,55,1,27.768399318645
118,100.209206916,1.703310625,100.298676916,1.613696625,56,1,27.768399318645
119,100.209206916,1.613696625,100.298676916,1.524082625,57,1,27.768399318645
120,100.209206916,1.524082625,100.298676916,1.434468625,58,1,27.768399318645
121,100.209206916,1.434468625,100.298676916,1.344854625,59,1,27.768399318645
122,100.209206916,1.344854625,100.298676916,1.255240625,60,1,27.768399318645
123,100.298676916,6.721694625,100.388146916,6.632080625,0,2,28.0458219908446
124,100.298676916,6.632080625,100.388146916,6.542466625,1,2,28.1129338344592
125,100.298676916,6.542466625,100.388146916,6.452852625,2,2,28.1779076260149
126,100.298676916,6.452852625,100.388146916,6.363238625,3,2,28.2230628819591
127,100.298676916,6.363238625,100.388146916,6.273624625,4,2,28.2522922428079
128,100.298676916,6.273624625,100.388146916,6.184010625,5,2,28.2934266252506
129,100.298676916,6.184010625,100.388146916,6.094396625,6,2,28.3334255702977
130,100.298676916,6.094396625,100.388146916,6.004782625,7,2,28.346447042002
131,100.298676916,6.004782625,100.388146916,5.915168625,8,2,28.3629212152388
132,100.298676916,5.915168625,100.388146916,5.825554625,9,2,28.3930555627207
133,100.298676916,5.825554625,100.388146916,5.735940625,10,2,28.4356915900128
134,100.298676916,5.735940625,100.388146916,5.646326625,11,2,28.4877593503241
135,100.298676916,5.646326625,100.388146916,5.556712625,12,2,28.5455197312006
136,100.298676916,5.556712625,100.388146916,5.467098625,13,2,28.6057926117496
137,100.298676916,5.467098625,100.388146916,5.377484625,14,2,28.6603160489163
138,100.298676916,5.377484625,100.388146916,5.287870625,15,2,28.6419017018831
139,100.298676916,5.287870625,100.388146916,5.198256625,16,2,28.5428387209049
140,100.298676916,5.198256625,100.388146916,5.108642625,17,2,28.4331333278467
141,100.298676916,5.108642625,100.388146916,5.019028625,18,2,28.3285250232805
142,100.298676916,5.019028625,100.388146916,4.929414625,19,2,28.2335598634766
143,100.298676916,4.929414625,100.388146916,4.839800625,20,2,28.1504855833521
144,100.298676916,4.839800625,100.388146916,4.750186625,21,2,28.0810722365451
145,100.298676916,4.750186625,100.388146916,4.660572625,22,2,28.0271484205533
146,100.298676916,4.660572625,100.388146916,4.570958625,23,2,27.9892576431315
147,100.298676916,4.570958625,100.388146916,4.481344625,24,2,27.9664623452569
148,100.298676916,4.481344625,100.388146916,4.391730625,25,2,27.9593480073628
149,100.298676916,4.391730625,100.388146916,4.302116625,26,2,27.9641997395415
150,100.298676916,4.302116625,100.388146916,4.212502625,27,2,27.9646737601162
151,100.298676916,4.212502625,100.388146916,4.122888625,28,2,27.9561063391953
152,100.298676916,4.122888625,100.388146916,4.033274625,29,2,27.9394732275266
153,100.298676916,4.033274625,100.388146916,3.943660625,30,2,27.9176557339146
154,100.298676916,3.943660625,100.388146916,3.854046625,31,2,27.8925584661929
155,100.298676916,3.854046625,100.388146916,3.764432625,32,2,27.865513804213
156,100.298676916,3.764432625,100.388146916,3.674818625,33,2,27.8389010667278
157,100.298676916,3.674818625,100.388146916,3.585204625,34,2,27.8146594729145
158,100.298676916,3.585204625,100.388146916,3.495590625,35,2,27.794420640493
159,100.298676916,3.495590625,100.388146916,3.405976625,36,2,27.7793744588681
160,100.298676916,3.405976625,100.388146916,3.316362625,37,2,27.770600511388
161,100.298676916,3.316362625,100.388146916,3.226748625,38,2,27.7687130255515
162,100.298676916,3.226748625,100.388146916,3.137134625,39,2,27.7685465737035
163,100.298676916,3.137134625,100.388146916,3.047520625,40,2,27.7684102264326
164,100.298676916,3.047520625,100.388146916,2.957906625,41,2,27.768399318645
165,100.298676916,2.957906625,100.388146916,2.868292625,42,2,27.768399318645
166,100.298676916,2.868292625,100.388146916,2.778678625,43,2,27.768399318645
167,100.298676916,2.778678625,100.388146916,2.689064625,44,2,27.768399318645
168,100.298676916,2.689064625,100.388146916,2.599450625,45,2,27.768399318645
169,100.298676916,2.599450625,100.388146916,2.509836625,46,2,27.768399318645
170,100.298676916,2.509836625,100.388146916,2.420222625,47,2,27.768399318645
171,100.298676916,2.420222625,100.388146916,2.330608625,48,2,27.768399318645
172,100.298676916,2.330608625,100.388146916,2.240994625,49,2,27.768399318645
173,100.298676916,2.240994625,100.388146916,2.151380625,50,2,27.768399318645
174,100.298676916,2.151380625,100.388146916,2.061766625,51,2,27.768399318645
175,100.298676916,2.061766625,100.388146916,1.972152625,52,2,27.768399318645
176,100.298676916,1.972152625,100.388146916,1.882538625,53,2,27.768399318645
177,100.298676916,1.882538625,100.388146916,1.792924625,54,2,27.768399318645
178,100.298676916,1.792924625,100.388146916,1.703310625,55,2,27.768399318645
179,100.298676916,1.703310625,100.388146916,1.613696625,56,2,27.768399318645
180,100.298676916,1.613696625,100.388146916,1.524082625,57,2,27.768399318645
181,100.298676916,1.524082625,100.388146916,1.434468625,58,2,27.768399318645
182,100.298676916,1.434468625,100.388146916,1.344854625,59,2,27.768399318645
183,100.298676916,1.344854625,100.388146916,1.255240625,60,2,27.768399318645
184,100.388146916,6.721694625,100.477616916,6.632080625,0,3,28.0277081925607
185,100.388146916,6.632080625,100.477616916,6.542466625,1,3,28.0880390519637
186,100.388146916,6.542466625,100.477616916,6.452852625,2,3,28.1458935891909
187,100.388146916,6.452852625,100.477616916,6.363238625,3,3,28.1943296465745
188,100.388146916,6.363238625,100.477616916,6.273624625,4,3,28.2346632150046
189,100.388146916,6.273624625,100.477616916,6.184010625,5,3,28.2880038556735
190,100.388146916,6.184010625,100.477616916,6.094396625,6,3,28.3440729824035
191,100.388146916,6.094396625,100.477616916,6.004782625,7,3,28.3470554692694
192,100.388146916,6.004782625,100.477616916,5.915168625,8,3,28.3619803046851
193,100.388146916,5.915168625,100.477616916,5.825554625,9,3,28.3928276615547
194,100.388146916,5.825554625,100.477616916,5.735940625,10,3,28.437238713954
195,100.388146916,5.735940625,100.477616916,5.646326625,11,3,28.4904794873209
196,100.388146916,5.646326625,100.477616916,5.556712625,12,3,28.5388870632333
197,100.388146916,5.556712625,100.477616916,5.467098625,13,3,28.5756567671139
198,100.388146916,5.467098625,100.477616916,5.377484625,14,3,28.5828509197604
199,100.388146916,5.377484625,100.477616916,5.287870625,15,3,28.5725850279966
200,100.388146916,5.287870625,100.477616916,5.198256625,16,3,28.5111896789959
201,100.388146916,5.198256625,100.477616916,5.108642625,17,3,28.4224037923875
202,100.388146916,5.108642625,100.477616916,5.019028625,18,3,28.331983170069
203,100.388146916,5.019028625,100.477616916,4.929414625,19,3,28.246959846857
204,100.388146916,4.929414625,100.477616916,4.839800625,20,3,28.171257910666
205,100.388146916,4.839800625,100.477616916,4.750186625,21,3,28.1073702134217
206,100.388146916,4.750186625,100.477616916,4.660572625,22,3,28.0578801868644
207,100.388146916,4.660572625,100.477616916,4.570958625,23,3,28.0245569809865
208,100.388146916,4.570958625,100.477616916,4.481344625,24,3,28.0067356169288
209,100.388146916,4.481344625,100.477616916,4.391730625,25,3,28.0049355252807
210,100.388146916,4.391730625,100.477616916,4.302116625,26,3,28.014695593833
211,100.388146916,4.302116625,100.477616916,4.212502625,27,3,28.0166067716921
212,100.388146916,4.212502625,100.477616916,4.122888625,28,3,28.0054297155551
213,100.388146916,4.122888625,100.477616916,4.033274625,29,3,27.982542366707
214,100.388146916,4.033274625,100.477616916,3.943660625,30,3,27.9528865147627
215,100.388146916,3.943660625,100.477616916,3.854046625,31,3,27.921086838457
216,100.388146916,3.854046625,100.477616916,3.764432625,32,3,27.8884290299379
217,100.388146916,3.764432625,100.477616916,3.674818625,33,3,27.85735150025
218,100.388146916,3.674818625,100.477616916,3.585204625,34,3,27.8294202113495
219,100.388146916,3.585204625,100.477616916,3.495590625,35,3,27.8058324014065
220,100.388146916,3.495590625,100.477616916,3.405976625,36,3,27.7876173703193
221,100.388146916,3.405976625,100.477616916,3.316362625,37,3,27.7757457862408
222,100.388146916,3.316362625,100.477616916,3.226748625,38,3,27.7711928468354
223,100.388146916,3.226748625,100.477616916,3.137134625,39,3,27.7705981094815
224,100.388146916,3.137134625,100.477616916,3.047520625,40,3,27.7698046230217
225,100.388146916,3.047520625,100.477616916,2.957906625,41,3,27.7690150608081
226,100.388146916,2.957906625,100.477616916,2.868292625,42,3,27.7684818566197
227,100.388146916,2.868292625,100.477616916,2.778678625,43,3,27.768399318645
228,100.388146916,2.778678625,100.477616916,2.689064625,44,3,27.768399318645
229,100.388146916,2.689064625,100.477616916,2.599450625,45,3,27.768399318645
230,100.388146916,2.599450625,100.477616916,2.509836625,46,3,27.768399318645
231,100.388146916,2.509836625,100.477616916,2.420222625,47,3,27.768399318645
232,100.388146916,2.420222625,100.477616916,2.330608625,48,3,27.768399318645
233,100.388146916,2.330608625,100.477616916,2.240994625,49,3,27.768399318645
234,100.388146916,2.240994625,100.477616916,2.151380625,50,3,27.768399318645
235,100.388146916,2.151380625,100.477616916,2.061766625,51,3,27.768399318645
236,100.388146916,2.061766625,100.477616916,1.972152625,52,3,27.768399318645
237,100.388146916,1.972152625,100.477616916,1.882538625,53,3,27.768399318645
238,100.388146916,1.882538625,100.477616916,1.792924625,54,3,27.768399318645
239,100.388146916,1.792924625,100.477616916,1.703310625,55,3,27.768399318645
240,100.388146916,1.703310625,100.477616916,1.613696625,56,3,27.768399318645
241,100.388146916,1.613696625,100.477616916,1.524082625,57,3,27.768399318645
242,100.388146916,1.524082625,100.477616916,1.434468625,58,3,27.768399318645
243,100.388146916,1.434468625,100.477616916,1.344854625,59,3,27.768399318645
244,100.388146916,1.344854625,100.477616916,1.255240625,60,3,27.768399318645
245,100.477616916,6.721694625,100.567086916,6.632080625,0,4,27.9986031166651
246,100.477616916,6.632080625,100.567086916,6.542466625,1,4,28.0517416695857
247,100.477616916,6.542466625,100.567086916,6.452852625,2,4,28.1035024641314
248,100.477616916,6.452852625,100.567086916,6.363238625,3,4,28.149697555847
249,100.477616916,6.363238625,100.567086916,6.273624625,4,4,28.1890880763087
250,100.477616916,6.273624625,100.567086916,6.184010625,5,4,28.2333452874789
251,100.477616916,6.184010625,100.567086916,6.094396625,6,4,28.2739269209206
252,100.477616916,6.094396625,100.567086916,6.004782625,7,4,28.299006879319
253,100.477616916,6.004782625,100.567086916,5.915168625,8,4,28.323662129073
254,100.477616916,5.915168625,100.567086916,5.825554625,9,4,28.3583292910422
255,100.477616916,5.825554625,100.567086916,5.735940625,10,4,28.4054761574056
256,100.477616916,5.735940625,100.567086916,5.646326625,11,4,28.4654758990755
257,100.477616916,5.646326625,100.567086916,5.556712625,12,4,28.5034861666133
258,100.477616916,5.556712625,100.567086916,5.467098625,13,4,28.5318210962118
259,100.477616916,5.467098625,100.567086916,5.377484625,14,4,28.5449433213451
260,100.477616916,5.377484625,100.567086916,5.287870625,15,4,28.5219854585733
261,100.477616916,5.287870625,100.567086916,5.198256625,16,4,28.4640052424788
262,100.477616916,5.198256625,100.567086916,5.108642625,17,4,28.389958807139
263,100.477616916,5.108642625,100.567086916,5.019028625,18,4,28.3150643468958
264,100.477616916,5.019028625,100.567086916,4.929414625,19,4,28.2434984959595
265,100.477616916,4.929414625,100.567086916,4.839800625,20,4,28.1784759102518
266,100.477616916,4.839800625,100.567086916,4.750186625,21,4,28.1224150656689
267,100.477616916,4.750186625,100.567086916,4.660572625,22,4,28.0789927384283
268,100.477616916,4.660572625,100.567086916,4.570958625,23,4,28.051642707818
269,100.477616916,4.570958625,100.567086916,4.481344625,24,4,28.0407321115631
270,100.477616916,4.481344625,100.567086916,4.391730625,25,4,28.0472635817209
271,100.477616916,4.391730625,100.567086916,4.302116625,26,4,28.0645579921409
272,100.477616916,4.302116625,100.567086916,4.212502625,27,4,28.0705467492367
273,100.477616916,4.212502625,100.567086916,4.122888625,28,4,28.0563741712496
274,100.477616916,4.122888625,100.567086916,4.033274625,29,4,28.0247022372772
275,100.477616916,4.033274625,100.567086916,3.943660625,30,4,27.9854852085677
276,100.477616916,3.943660625,100.567086916,3.854046625,31,4,27.9466305580294
277,100.477616916,3.854046625,100.567086916,3.764432625,32,4,27.9095260462499
278,100.477616916,3.764432625,100.567086916,3.674818625,33,4,27.8749397643296
279,100.477616916,3.674818625,100.567086916,3.585204625,34,4,27.8441248276601
280,100.477616916,3.585204625,100.567086916,3.495590625,35,4,27.8180073536685
281,100.477616916,3.495590625,100.567086916,3.405976625,36,4,27.7974178919766
282,100.477616916,3.405976625,100.567086916,3.316362625,37,4,27.7831906917403
283,100.477616916,3.316362625,100.567086916,3.226748625,38,4,27.7762633492743
284,100.477616916,3.226748625,100.567086916,3.137134625,39,4,27.7750159552138
285,100.477616916,3.137134625,100.567086916,3.047520625,40,4,27.7735539451341
286,100.477616916,3.047520625,100.567086916,2.957906625,41,4,27.7717984500561
287,100.477616916,2.957906625,100.567086916,2.868292625,42,4,27.7700781686301
288,100.477616916,2.868292625,100.567086916,2.778678625,43,4,27.7688208275706
289,100.477616916,2.778678625,100.567086916,2.689064625,44,4,27.768399318645
290,100.477616916,2.689064625,100.567086916,2.599450625,45,4,27.768399318645
291,100.477616916,2.599450625,100.567086916,2.509836625,46,4,27.768399318645
292,100.477616916,2.509836625,100.567086916,2.420222625,47,4,27.768399318645
293,100.477616916,2.420222625,100.567086916,2.330608625,48,4,27.768399318645
294,100.477616916,2.330608625,100.567086916,2.240994625,49,4,27.768399318645
295,100.477616916,2.240994625,100.567086916,2.151380625,50,4,27.768399318645
296,100.477616916,2.151380625,100.567086916,2.061766625,51,4,27.768399318645
297,100.477616916,2.061766625,100.567086916,1.972152625,52,4,27.768399318645
298,100.477616916,1.972152625,100.567086916,1.882538625,53,4,27.768399318645
299,100.477616916,1.882538625,100.567086916,1.792924625,54,4,27.768399318645
300,100.477616916,1.792924625,100.567086916,1.703310625,55,4,27.768399318645
301,100.477616916,1.703310625,100.567086916,1.613696625,56,4,27.768399318645
302,100.477616916,1.613696625,100.567086916,1.524082625,57,4,27.768399318645
303,100.477616916,1.524082625,100.567086916,1.434468625,58,4,27.768399318645
304,100.477616916,1.434468625,100.567086916,1.344854625,59,4,27.768399318645
305,100.477616916,1.344854625,100.567086916,1.255240625,60,4,27.768399318645
306,100.567086916,6.721694625,100.656556916,6.632080625,0,5,27.9627643775083
307,100.567086916,6.632080625,100.656556916,6.542466625,1,5,28.0084648669184
308,100.567086916,6.542466625,100.656556916,6.452852625,2,5,28.0534653600857
309,100.567086916,6.452852625,100.656556916,6.363238625,3,5,28.0942293040912
310,100.567086916,6.363238625,100.656556916,6.273624625,4,5,28.1285815374333
311,100.567086916,6.273624625,100.656556916,6.184010625,5,5,28.1615235884341
312,100.567086916,6.184010625,100.656556916,6.094396625,6,5,28.195452964564
313,100.567086916,6.094396625,100.656556916,6.004782625,7,5,28.226078009217
314,100.567086916,6.004782625,100.656556916,5.915168625,8,5,28.2571837764825
315,100.567086916,5.915168625,100.656556916,5.825554625,9,5,28.2938159404809
316,100.567086916,5.825554625,100.656556916,5.735940625,10,5,28.3387690080765
317,100.567086916,5.735940625,100.656556916,5.646326625,11,5,28.3890240596769
318,100.567086916,5.646326625,100.656556916,5.556712625,12,5,28.430109218948
319,100.567086916,5.556712625,100.656556916,5.467098625,13,5,28.4646864314991
320,100.567086916,5.467098625,100.656556916,5.377484625,14,5,28.4950845946922
321,100.567086916,5.377484625,100.656556916,5.287870625,15,5,28.4626403745144
322,100.567086916,5.287870625,100.656556916,5.198256625,16,5,28.4026641169099
323,100.567086916,5.198256625,100.656556916,5.108642625,17,5,28.3405779623049
324,100.567086916,5.108642625,100.656556916,5.019028625,18,5,28.281146294009
325,100.567086916,5.019028625,100.656556916,4.929414625,19,5,28.2253297105368
326,100.567086916,4.929414625,100.656556916,4.839800625,20,5,28.173440778789
327,100.567086916,4.839800625,100.656556916,4.750186625,21,5,28.1259424394942
328,100.567086916,4.750186625,100.656556916,4.660572625,22,5,28.0886167073844
329,100.567086916,4.660572625,100.656556916,4.570958625,23,5,28.0674885177755
330,100.567086916,4.570958625,100.656556916,4.481344625,24,5,28.0642307470584
331,100.567086916,4.481344625,100.656556916,4.391730625,25,5,28.0808979041069
332,100.567086916,4.391730625,100.656556916,4.302116625,26,5,28.1078868004149
333,100.567086916,4.302116625,100.656556916,4.212502625,27,5,28.1244307848811
334,100.567086916,4.212502625,100.656556916,4.122888625,28,5,28.105617260684
335,100.567086916,4.122888625,100.656556916,4.033274625,29,5,28.0600729624217
336,100.567086916,4.033274625,100.656556916,3.943660625,30,5,28.0113735924841
337,100.567086916,3.943660625,100.656556916,3.854046625,31,5,27.9677649991134
338,100.567086916,3.854046625,100.656556916,3.764432625,32,5,27.9287574528215
339,100.567086916,3.764432625,100.656556916,3.674818625,33,5,27.8926023598913
340,100.567086916,3.674818625,100.656556916,3.585204625,34,5,27.8597417093382
341,100.567086916,3.585204625,100.656556916,3.495590625,35,5,27.8310795142936
342,100.567086916,3.495590625,100.656556916,3.405976625,36,5,27.808354637679
343,100.567086916,3.405976625,100.656556916,3.316362625,37,5,27.7931398314291
344,100.567086916,3.316362625,100.656556916,3.226748625,38,5,27.785274045066
345,100.567086916,3.226748625,100.656556916,3.137134625,39,5,27.783516545146
346,100.567086916,3.137134625,100.656556916,3.047520625,40,5,27.781535979957
347,100.567086916,3.047520625,100.656556916,2.957906625,41,5,27.7788164801199
348,100.567086916,2.957906625,100.656556916,2.868292625,42,5,27.775665743826
349,100.567086916,2.868292625,100.656556916,2.778678625,43,5,27.7725548748492
350,100.567086916,2.778678625,100.656556916,2.689064625,44,5,27.7700231644104
351,100.567086916,2.689064625,100.656556916,2.599450625,45,5,27.7687024303123
352,100.567086916,2.599450625,100.656556916,2.509836625,46,5,27.7684465379812
353,100.567086916,2.509836625,100.656556916,2.420222625,47,5,27.768399318645
354,100.567086916,2.420222625,100.656556916,2.330608625,48,5,27.768399318645
355,100.567086916,2.330608625,100.656556916,2.240994625,49,5,27.768399318645
356,100.567086916,2.240994625,100.656556916,2.151380625,50,5,27.768399318645
357,100.567086916,2.151380625,100.656556916,2.061766625,51,5,27.768399318645
358,100.567086916,2.061766625,100.656556916,1.972152625,52,5,27.768399318645
359,100.567086916,1.972152625,100.656556916,1.882538625,53,5,27.768399318645
360,100.567086916,1.882538625,100.656556916,1.792924625,54,5,27.768399318645
361,100.567086916,1.792924625,100.656556916,1.703310625,55,5,27.768399318645
362,100.567086916,1.703310625,100.656556916,1.613696625,56,5,27.768399318645
363,100.567086916,1.613696625,100.656556916,1.524082625,57,5,27.768399318645
364,100.567086916,1.524082625,100.656556916,1.434468625,58,5,27.768399318645
365,100.567086916,1.434468625,100.656556916,1.344854625,59,5,27.768399318645
366,100.567086916,1.344854625,100.656556916,1.255240625,60,5,27.768399318645
367,100.656556916,6.721694625,100.746026916,6.632080625,0,6,27.9236381530001
368,100.656556916,6.632080625,100.746026916,6.542466625,1,6,27.961733219396
369,100.656556916,6.542466625,100.746026916,6.452852625,2,6,27.9994985499768
370,100.656556916,6.452852625,100.746026916,6.363238625,3,6,28.0338177849914
