"id","left","top","right","bottom","row_index","col_index","Precip_18"
293,100.477616916,2.420222625,100.567086916,2.330608625,48,4,5.08740858950675
294,100.477616916,2.330608625,100.567086916,2.240994625,49,4,5.07305330278948
295,100.477616916,2.240994625,100.567086916,2.151380625,50,4,5.06776956069565
296,100.477616916,2.151380625,100.567086916,2.061766625,51,4,5.07069291761098
297,100.477616916,2.061766625,100.567086916,1.972152625,52,4,5.08020104443459
298,100.477616916,1.972152625,100.567086916,1.882538625,53,4,5.09234134319789
299,100.477616916,1.882538625,100.567086916,1.792924625,54,4,5.10184568550262
300,100.477616916,1.792924625,100.567086916,1.703310625,55,4,5.10650322069991
301,100.477616916,1.703310625,100.567086916,1.613696625,56,4,5.10725117706998
302,100.477616916,1.613696625,100.567086916,1.524082625,57,4,5.10725117706998
303,100.477616916,1.524082625,100.567086916,1.434468625,58,4,5.10725117706998
304,100.477616916,1.434468625,100.567086916,1.344854625,59,4,5.10725117706998
305,100.477616916,1.344854625,100.567086916,1.255240625,60,4,5.10725117706998
306,100.567086916,6.721694625,100.656556916,6.632080625,0,5,5.43333163977302
307,100.567086916,6.632080625,100.656556916,6.542466625,1,5,5.42749675321833
308,100.567086916,6.542466625,100.656556916,6.452852625,2,5,5.40252937548138
309,100.567086916,6.452852625,100.656556916,6.363238625,3,5,5.35732735760318
310,100.567086916,6.363238625,100.656556916,6.273624625,4,5,5.28960444507324
311,100.567086916,6.273624625,100.656556916,6.184010625,5,5,5.19387126944699
312,100.567086916,6.184010625,100.656556916,6.094396625,6,5,5.06239126282316
313,100.567086916,6.094396625,100.656556916,6.004782625,7,5,4.89284771844673
314,100.567086916,6.004782625,100.656556916,5.915168625,8,5,4.68999470567577
315,100.567086916,5.915168625,100.656556916,5.825554625,9,5,4.46085406849435
316,100.567086916,5.825554625,100.656556916,5.735940625,10,5,4.21754809320817
317,100.567086916,5.735940625,100.656556916,5.646326625,11,5,3.98256970922267
318,100.567086916,5.646326625,100.656556916,5.556712625,12,5,3.79251537363174
319,100.567086916,5.556712625,100.656556916,5.467098625,13,5,3.63434105217826
320,100.567086916,5.467098625,100.656556916,5.377484625,14,5,3.48874629077915
321,100.567086916,5.377484625,100.656556916,5.287870625,15,5,3.36862171776177
322,100.567086916,5.287870625,100.656556916,5.198256625,16,5,3.27010085909846
323,100.567086916,5.198256625,100.656556916,5.108642625,17,5,3.18934951883104
324,100.567086916,5.108642625,100.656556916,5.019028625,18,5,3.12422081643376
325,100.567086916,5.019028625,100.656556916,4.929414625,19,5,3.07318759631928
326,100.567086916,4.929414625,100.656556916,4.839800625,20,5,3.03613365778517
327,100.567086916,4.839800625,100.656556916,4.750186625,21,5,3.0158897923624
328,100.567086916,4.750186625,100.656556916,4.660572625,22,5,3.01483520458507
329,100.567086916,4.660572625,100.656556916,4.570958625,23,5,3.03439296387432
330,100.567086916,4.570958625,100.656556916,4.481344625,24,5,3.06953389692349
331,100.567086916,4.481344625,100.656556916,4.391730625,25,5,3.11728010371591
332,100.567086916,4.391730625,100.656556916,4.302116625,26,5,3.17767354115358
333,100.567086916,4.302116625,100.656556916,4.212502625,27,5,3.2673049274657
334,100.567086916,4.212502625,100.656556916,4.122888625,28,5,3.44257198703279
335,100.567086916,4.122888625,100.656556916,4.033274625,29,5,3.68741167781976
336,100.567086916,4.033274625,100.656556916,3.943660625,30,5,3.94925880127437
337,100.567086916,3.943660625,100.656556916,3.854046625,31,5,4.20492995912293
338,100.567086916,3.854046625,100.656556916,3.764432625,32,5,4.44958455770436
339,100.567086916,3.764432625,100.656556916,3.674818625,33,5,4.67748083673583
340,100.567086916,3.674818625,100.656556916,3.585204625,34,5,4.88159996537266
341,100.567086916,3.585204625,100.656556916,3.495590625,35,5,5.05419644908109
342,100.567086916,3.495590625,100.656556916,3.405976625,36,5,5.1920812622437
343,100.567086916,3.405976625,100.656556916,3.316362625,37,5,5.29261170224819
344,100.567086916,3.316362625,100.656556916,3.226748625,38,5,5.353269097207
345,100.567086916,3.226748625,100.656556916,3.137134625,39,5,5.37966583781205
346,100.567086916,3.137134625,100.656556916,3.047520625,40,5,5.37998345228216
347,100.567086916,3.047520625,100.656556916,2.957906625,41,5,5.36103353462854
348,100.567086916,2.957906625,100.656556916,2.868292625,42,5,5.3262197659159
349,100.567086916,2.868292625,100.656556916,2.778678625,43,5,5.27892078977296
350,100.567086916,2.778678625,100.656556916,2.689064625,44,5,5.22221361047896
351,100.567086916,2.689064625,100.656556916,2.599450625,45,5,5.16618027562887
352,100.567086916,2.599450625,100.656556916,2.509836625,46,5,5.11981347684343
353,100.567086916,2.509836625,100.656556916,2.420222625,47,5,5.08386954706162
354,100.567086916,2.420222625,100.656556916,2.330608625,48,5,5.05834058475784
355,100.567086916,2.330608625,100.656556916,2.240994625,49,5,5.04347668966336
356,100.567086916,2.240994625,100.656556916,2.151380625,50,5,5.03899079673594
357,100.567086916,2.151380625,100.656556916,2.061766625,51,5,5.04400161249497
358,100.567086916,2.061766625,100.656556916,1.972152625,52,5,5.05745626916727
359,100.567086916,1.972152625,100.656556916,1.882538625,53,5,5.07286363074416
360,100.567086916,1.882538625,100.656556916,1.792924625,54,5,5.0893153584606
361,100.567086916,1.792924625,100.656556916,1.703310625,55,5,5.10128567176855
362,100.567086916,1.703310625,100.656556916,1.613696625,56,5,5.10654433011929
363,100.567086916,1.613696625,100.656556916,1.524082625,57,5,5.10725117706998
364,100.567086916,1.524082625,100.656556916,1.434468625,58,5,5.10725117706998
365,100.567086916,1.434468625,100.656556916,1.344854625,59,5,5.10725117706998
366,100.567086916,1.344854625,100.656556916,1.255240625,60,5,5.10725117706998
367,100.656556916,6.721694625,100.746026916,6.632080625,0,6,5.40708040337682
